"","Subject","RunType","Run","Trial","StimID","Type","Question","Onset","Resp","RT"
"1919","tb9645","NoQuestions",4,11,52,"phys","gender",176.22,"NoResp",0
"1920","tb9645","NoQuestions",4,12,16,"bio","place",192.23,"NoResp",0
"1921","tb9645","NoQuestions",4,13,68,"phys","ec",206.245,"NoResp",0
"1922","tb9645","NoQuestions",4,14,70,"phys","race",220.257,"NoResp",0
"1923","tb9645","NoQuestions",4,15,38,"phys","gender",235.268,"NoResp",0
"1924","tb9645","NoQuestions",4,16,42,"phys","ec",249.282,"NoResp",0
"1925","tb9645","NoQuestions",4,17,2,"bio","name",267.299,"NoResp",0
"1926","tb9645","NoQuestions",4,18,21,"bio","name",283.323,"NoResp",0
"1927","tb9645","Questions",1,1,67,"phys","ec",11.065,"Yes",1.257
"1928","tb9645","Questions",1,2,31,"bio","name",27.089,"Yes",1.555
"1929","tb9645","Questions",1,3,28,"bio","job",44.113,"Yes",3.2
"1930","tb9645","Questions",1,4,27,"bio","place",62.126,"Yes",0.999
"1931","tb9645","Questions",1,5,23,"bio","job",76.141,"Yes",1.101
"1932","tb9645","Questions",1,6,66,"phys","gender",93.164,"Yes",1.137
"1933","tb9645","Questions",1,7,38,"phys","gender",110.181,"Yes",0.953
"1934","tb9645","Questions",1,8,17,"bio","place",125.192,"Yes",1.179
"1935","tb9645","Questions",1,9,70,"phys","ec",140.223,"Yes",0.879
"1936","tb9645","Questions",1,10,1,"bio","job",154.235,"Yes",1.207
"1937","tb9645","Questions",1,11,12,"bio","name",168.249,"No",1.497
"1938","tb9645","Questions",1,12,45,"phys","gender",183.263,"Yes",0.827
"1939","tb9645","Questions",1,13,37,"phys","race",198.271,"Yes",2.009
"1940","tb9645","Questions",1,14,52,"phys","race",216.287,"Yes",1
"1941","tb9645","Questions",1,15,58,"phys","race",234.307,"Yes",0.81
"1942","tb9645","Questions",1,16,13,"bio","name",251.327,"No",3.552
"1943","tb9645","Questions",1,17,16,"bio","place",267.332,"Yes",2.493
"1944","tb9645","Questions",1,18,72,"phys","ec",283.355,"Yes",2.21
"1945","tb9645","Questions",2,1,44,"phys","race",11.069,"Yes",1.068
"1946","tb9645","Questions",2,2,25,"bio","job",28.089,"Yes",1.506
"1947","tb9645","Questions",2,3,53,"phys","ec",45.109,"Yes",0.85
"1948","tb9645","Questions",2,4,30,"bio","job",60.12,"Yes",0.838
"1949","tb9645","Questions",2,5,56,"phys","gender",77.137,"Yes",1.168
"1950","tb9645","Questions",2,6,7,"bio","place",95.157,"Yes",2.398
"1951","tb9645","Questions",2,7,54,"phys","race",111.177,"Yes",0.845
"1952","tb9645","Questions",2,8,42,"phys","ec",127.185,"Yes",1.234
"1953","tb9645","Questions",2,9,50,"phys","gender",142.196,"Yes",0.858
"1954","tb9645","Questions",2,10,14,"bio","place",158.203,"Yes",0.761
"1955","tb9645","Questions",2,11,21,"bio","name",173.217,"Yes",0.989
"1956","tb9645","Questions",2,12,35,"bio","name",187.232,"Yes",0.581
"1957","tb9645","Questions",2,13,69,"phys","gender",203.236,"Yes",0.784
"1958","tb9645","Questions",2,14,8,"bio","place",221.256,"Yes",1.122
"1959","tb9645","Questions",2,15,46,"phys","race",235.271,"Yes",0.783
"1960","tb9645","Questions",2,16,3,"bio","job",249.283,"Yes",1.498
"1961","tb9645","Questions",2,17,29,"bio","name",266.303,"Yes",0.937
"1962","tb9645","Questions",2,18,60,"phys","ec",284.319,"Yes",0.968
"1963","tb9645","Questions",3,1,26,"bio","place",11.068,"Yes",7.872
"1964","tb9645","Questions",3,2,4,"bio","place",25.079,"Yes",3.646
"1965","tb9645","Questions",3,3,40,"phys","gender",43.099,"Yes",0.844
"1966","tb9645","Questions",3,4,47,"phys","gender",59.103,"Yes",2.053
"1967","tb9645","Questions",3,5,49,"phys","ec",74.117,"Yes",1.358
"1968","tb9645","Questions",3,6,24,"bio","job",91.138,"Yes",1.373
"1969","tb9645","Questions",3,7,68,"phys","ec",109.154,"Yes",2.15
"1970","tb9645","Questions",3,8,55,"phys","race",124.162,"Yes",0.973
"1971","tb9645","Questions",3,9,19,"bio","name",141.182,"Yes",1
"1972","tb9645","Questions",3,10,33,"bio","name",158.202,"Yes",1.738
"1973","tb9645","Questions",3,11,36,"bio","job",173.217,"Yes",0.445
"1974","tb9645","Questions",3,12,64,"phys","race",190.237,"Yes",3.033
"1975","tb9645","Questions",3,13,32,"bio","job",204.248,"Yes",1.269
"1976","tb9645","Questions",3,14,9,"bio","name",222.265,"No",4.075
"1977","tb9645","Questions",3,15,18,"bio","place",238.272,"Yes",2.448
"1978","tb9645","Questions",3,16,43,"phys","gender",253.286,"Yes",0.828
"1979","tb9645","Questions",3,17,63,"phys","race",269.307,"Yes",4.617
"1980","tb9645","Questions",3,18,51,"phys","ec",283.322,"Yes",1.879
"1981","tb9645","Questions",4,1,39,"phys","race",11.061,"Yes",0.971
"1982","tb9645","Questions",4,2,57,"phys","gender",27.068,"Yes",1.161
"1983","tb9645","Questions",4,3,2,"bio","name",42.079,"Yes",1.375
"1984","tb9645","Questions",4,4,59,"phys","race",58.106,"Yes",1.29
"1985","tb9645","Questions",4,5,5,"bio","job",74.13,"Yes",0.832
"1986","tb9645","Questions",4,6,22,"bio","job",91.151,"Yes",2.677
"1987","tb9645","Questions",4,7,61,"phys","gender",106.158,"Yes",1.325
"1988","tb9645","Questions",4,8,34,"bio","place",122.166,"Yes",0.797
"1989","tb9645","Questions",4,9,15,"bio","job",139.186,"Yes",3.595
"1990","tb9645","Questions",4,10,41,"phys","race",156.206,"Yes",6.205
"1991","tb9645","Questions",4,11,48,"phys","gender",174.225,"Yes",0.966
"1992","tb9645","Questions",4,12,6,"bio","name",191.243,"No",2.653
"1993","tb9645","Questions",4,13,20,"bio","place",205.26,"Yes",1.066
"1994","tb9645","Questions",4,14,65,"phys","ec",220.268,"Yes",0.873
"1995","tb9645","Questions",4,15,11,"bio","name",234.283,"Yes",0.877
"1996","tb9645","Questions",4,16,71,"phys","ec",249.294,"Yes",2.344
"1997","tb9645","Questions",4,17,62,"phys","ec",267.314,"Yes",1.851
"1998","tb9645","Questions",4,18,10,"bio","place",285.327,"Yes",0.898
"1999","tb9699","NoQuestions",1,1,21,"bio","job",11.07,"NoResp",0
"2000","tb9699","NoQuestions",1,2,8,"bio","place",26.081,"NoResp",0
"2001","tb9699","NoQuestions",1,3,38,"phys","race",44.095,"NoResp",0
"2002","tb9699","NoQuestions",1,4,42,"phys","gender",60.118,"NoResp",0
"2003","tb9699","NoQuestions",1,5,16,"bio","place",77.139,"NoResp",0
"2004","tb9699","NoQuestions",1,6,68,"phys","ec",91.153,"NoResp",0
"2005","tb9699","NoQuestions",1,7,67,"phys","ec",106.164,"NoResp",0
"2006","tb9699","NoQuestions",1,8,4,"bio","name",121.178,"NoResp",0
"2007","tb9699","NoQuestions",1,9,2,"bio","job",137.199,"NoResp",0
"2008","tb9699","NoQuestions",1,10,70,"phys","ec",153.209,"NoResp",0
"2009","tb9699","NoQuestions",1,11,30,"bio","name",170.23,"NoResp",0
"2010","tb9699","NoQuestions",1,12,31,"bio","name",188.243,"NoResp",0
"2011","tb9699","NoQuestions",1,13,26,"bio","job",206.263,"NoResp",0
"2012","tb9699","NoQuestions",1,14,52,"phys","gender",220.278,"NoResp",0
"2013","tb9699","NoQuestions",1,15,72,"phys","race",237.298,"NoResp",0
"2014","tb9699","NoQuestions",1,16,22,"bio","place",254.318,"NoResp",0
"2015","tb9699","NoQuestions",1,17,46,"phys","race",269.326,"NoResp",0
"2016","tb9699","NoQuestions",1,18,40,"phys","gender",285.333,"NoResp",0
"2017","tb9699","NoQuestions",2,1,33,"bio","job",11.069,"NoResp",0
"2018","tb9699","NoQuestions",2,2,55,"phys","race",27.076,"NoResp",0
"2019","tb9699","NoQuestions",2,3,71,"phys","gender",41.091,"NoResp",0
"2020","tb9699","NoQuestions",2,4,9,"bio","place",55.108,"NoResp",0
"2021","tb9699","NoQuestions",2,5,62,"phys","race",70.116,"NoResp",0
"2022","tb9699","NoQuestions",2,6,10,"bio","name",86.14,"NoResp",0
"2023","tb9699","NoQuestions",2,7,63,"phys","race",103.16,"NoResp",0
"2024","tb9699","NoQuestions",2,8,29,"bio","place",121.177,"NoResp",0
"2025","tb9699","NoQuestions",2,9,34,"bio","name",138.197,"NoResp",0
"2026","tb9699","NoQuestions",2,10,24,"bio","place",154.208,"NoResp",0
"2027","tb9699","NoQuestions",2,11,59,"phys","ec",170.229,"NoResp",0
"2028","tb9699","NoQuestions",2,12,14,"bio","job",187.249,"NoResp",0
"2029","tb9699","NoQuestions",2,13,48,"phys","ec",201.263,"NoResp",0
"2030","tb9699","NoQuestions",2,14,23,"bio","name",216.278,"NoResp",0
"2031","tb9699","NoQuestions",2,15,47,"phys","ec",234.291,"NoResp",0
"2032","tb9699","NoQuestions",2,16,45,"phys","gender",252.307,"NoResp",0
"2033","tb9699","NoQuestions",2,17,56,"phys","gender",267.322,"NoResp",0
"2034","tb9699","NoQuestions",2,18,17,"bio","job",284.342,"NoResp",0
"2035","tb9699","NoQuestions",3,1,69,"phys","gender",11.071,"NoResp",0
"2036","tb9699","NoQuestions",3,2,43,"phys","ec",27.078,"NoResp",0
"2037","tb9699","NoQuestions",3,3,3,"bio","name",41.093,"NoResp",0
"2038","tb9699","NoQuestions",3,4,50,"phys","ec",59.113,"NoResp",0
"2039","tb9699","NoQuestions",3,5,13,"bio","job",74.12,"NoResp",0
"2040","tb9699","NoQuestions",3,6,6,"bio","place",89.131,"NoResp",0
"2041","tb9699","NoQuestions",3,7,58,"phys","gender",103.146,"NoResp",0
"2042","tb9699","NoQuestions",3,8,27,"bio","place",118.16,"NoResp",0
"2043","tb9699","NoQuestions",3,9,15,"bio","job",135.181,"NoResp",0
"2044","tb9699","NoQuestions",3,10,32,"bio","name",152.201,"NoResp",0
"2045","tb9699","NoQuestions",3,11,5,"bio","place",170.214,"NoResp",0
"2046","tb9699","NoQuestions",3,12,49,"phys","ec",184.229,"NoResp",0
"2047","tb9699","NoQuestions",3,13,53,"phys","gender",199.24,"NoResp",0
"2048","tb9699","NoQuestions",3,14,28,"bio","job",216.26,"NoResp",0
"2049","tb9699","NoQuestions",3,15,54,"phys","race",232.287,"NoResp",0
"2050","tb9699","NoQuestions",3,16,19,"bio","name",250.3,"NoResp",0
"2051","tb9699","NoQuestions",3,17,51,"phys","race",267.321,"NoResp",0
"2052","tb9699","NoQuestions",3,18,61,"phys","race",283.348,"NoResp",0
"2053","tb9699","NoQuestions",4,1,64,"phys","race",11.064,"NoResp",0
"2054","tb9699","NoQuestions",4,2,66,"phys","race",29.081,"NoResp",0
"2055","tb9699","NoQuestions",4,3,25,"bio","name",46.101,"NoResp",0
"2056","tb9699","NoQuestions",4,4,20,"bio","place",64.117,"NoResp",0
"2057","tb9699","NoQuestions",4,5,7,"bio","job",81.138,"NoResp",0
"2058","tb9699","NoQuestions",4,6,65,"phys","gender",96.149,"NoResp",0
"2059","tb9699","NoQuestions",4,7,35,"bio","job",111.16,"NoResp",0
"2060","tb9699","NoQuestions",4,8,18,"bio","job",128.18,"NoResp",0
"2061","tb9699","NoQuestions",4,9,60,"phys","ec",143.194,"NoResp",0
"2062","tb9699","NoQuestions",4,10,1,"bio","place",159.198,"NoResp",0
"2063","tb9699","NoQuestions",4,11,39,"phys","gender",176.218,"NoResp",0
"2064","tb9699","NoQuestions",4,12,11,"bio","place",192.229,"NoResp",0
"2065","tb9699","NoQuestions",4,13,41,"phys","ec",206.24,"NoResp",0
"2066","tb9699","NoQuestions",4,14,44,"phys","race",220.255,"NoResp",0
"2067","tb9699","NoQuestions",4,15,57,"phys","gender",235.27,"NoResp",0
"2068","tb9699","NoQuestions",4,16,37,"phys","ec",249.281,"NoResp",0
"2069","tb9699","NoQuestions",4,17,36,"bio","name",267.297,"NoResp",0
"2070","tb9699","NoQuestions",4,18,12,"bio","name",283.321,"NoResp",0
"2071","tb9699","Questions",1,1,57,"phys","ec",11.064,"Yes",1.264
"2072","tb9699","Questions",1,2,15,"bio","name",27.088,"Yes",1.335
"2073","tb9699","Questions",1,3,10,"bio","job",44.112,"No",1.903
"2074","tb9699","Questions",1,4,34,"bio","place",62.125,"Yes",1.359
"2075","tb9699","Questions",1,5,2,"bio","job",76.143,"Yes",1.255
"2076","tb9699","Questions",1,6,62,"phys","gender",93.16,"Yes",1.378
"2077","tb9699","Questions",1,7,59,"phys","gender",110.18,"Yes",0.939
"2078","tb9699","Questions",1,8,6,"bio","place",125.211,"No",1.89
"2079","tb9699","Questions",1,9,71,"phys","ec",140.221,"Yes",1.413
"2080","tb9699","Questions",1,10,11,"bio","job",154.236,"Yes",0.901
"2081","tb9699","Questions",1,11,22,"bio","name",168.248,"Yes",1
"2082","tb9699","Questions",1,12,41,"phys","gender",183.259,"Yes",1.038
"2083","tb9699","Questions",1,13,65,"phys","race",198.27,"Yes",1.186
"2084","tb9699","Questions",1,14,48,"phys","race",216.289,"Yes",1.263
"2085","tb9699","Questions",1,15,39,"phys","race",234.303,"Yes",1.098
"2086","tb9699","Questions",1,16,20,"bio","name",251.323,"Yes",0.916
"2087","tb9699","Questions",1,17,5,"bio","place",267.35,"Yes",0.901
"2088","tb9699","Questions",1,18,61,"phys","ec",283.354,"Yes",0.917
"2089","tb9699","Questions",2,1,44,"phys","race",11.063,"Yes",1.031
"2090","tb9699","Questions",2,2,25,"bio","job",28.08,"Yes",1.093
"2091","tb9699","Questions",2,3,53,"phys","ec",45.103,"Yes",1.111
"2092","tb9699","Questions",2,4,30,"bio","job",60.111,"Yes",1
"2093","tb9699","Questions",2,5,56,"phys","gender",77.131,"Yes",1.132
"2094","tb9699","Questions",2,6,7,"bio","place",95.151,"Yes",1.035
"2095","tb9699","Questions",2,7,54,"phys","race",111.155,"Yes",1.302
"2096","tb9699","Questions",2,8,42,"phys","ec",127.179,"Yes",0.764
"2097","tb9699","Questions",2,9,50,"phys","gender",142.19,"Yes",1.069
"2098","tb9699","Questions",2,10,14,"bio","place",158.217,"Yes",0.863
"2099","tb9699","Questions",2,11,21,"bio","name",173.225,"Yes",1.112
"2100","tb9699","Questions",2,12,35,"bio","name",187.239,"Yes",0.803
"2101","tb9699","Questions",2,13,69,"phys","gender",203.267,"NoResp",0
"2102","tb9699","Questions",2,14,8,"bio","place",221.28,"Yes",1.094
"2103","tb9699","Questions",2,15,46,"phys","race",235.298,"Yes",0.798
"2104","tb9699","Questions",2,16,3,"bio","job",249.309,"Yes",1.025
"2105","tb9699","Questions",2,17,29,"bio","name",266.329,"Yes",0.715
"2106","tb9699","Questions",2,18,60,"phys","ec",284.346,"Yes",0.916
"2107","tb9699","Questions",3,1,13,"bio","place",11.068,"Yes",1.178
"2108","tb9699","Questions",3,2,27,"bio","place",25.082,"Yes",0.98
"2109","tb9699","Questions",3,3,67,"phys","gender",43.099,"Yes",1.034
"2110","tb9699","Questions",3,4,45,"phys","gender",59.126,"Yes",0.951
"2111","tb9699","Questions",3,5,70,"phys","ec",74.137,"Yes",1.061
"2112","tb9699","Questions",3,6,1,"bio","job",91.157,"No",1.24
"2113","tb9699","Questions",3,7,38,"phys","ec",109.171,"No",1.284
"2114","tb9699","Questions",3,8,66,"phys","race",124.185,"Yes",0.917
"2115","tb9699","Questions",3,9,31,"bio","name",141.205,"Yes",0.814
"2116","tb9699","Questions",3,10,12,"bio","name",158.225,"No",1.63
"2117","tb9699","Questions",3,11,28,"bio","job",173.233,"Yes",0.966
"2118","tb9699","Questions",3,12,37,"phys","race",190.256,"NoResp",0
"2119","tb9699","Questions",3,13,23,"bio","job",204.271,"Yes",1.217
"2120","tb9699","Questions",3,14,16,"bio","name",222.285,"Yes",0.975
"2121","tb9699","Questions",3,15,17,"bio","place",238.311,"Yes",0.992
"2122","tb9699","Questions",3,16,58,"phys","gender",253.319,"Yes",0.871
"2123","tb9699","Questions",3,17,52,"phys","race",269.346,"Yes",1
"2124","tb9699","Questions",3,18,72,"phys","ec",283.361,"Yes",2.168
"2125","tb9699","Questions",4,1,43,"phys","race",11.068,"Yes",1.149
"2126","tb9699","Questions",4,2,40,"phys","gender",27.075,"Yes",0.723
"2127","tb9699","Questions",4,3,32,"bio","name",42.086,"Yes",0.927
"2128","tb9699","Questions",4,4,68,"phys","race",58.113,"Yes",0.932
"2129","tb9699","Questions",4,5,9,"bio","job",74.138,"Yes",1.018
"2130","tb9699","Questions",4,6,33,"bio","job",91.158,"Yes",0.785
"2131","tb9699","Questions",4,7,51,"phys","gender",106.165,"Yes",1.213
"2132","tb9699","Questions",4,8,4,"bio","place",122.173,"Yes",1.438
"2133","tb9699","Questions",4,9,19,"bio","job",139.193,"Yes",1.414
"2134","tb9699","Questions",4,10,47,"phys","race",156.213,"Yes",1.193
"2135","tb9699","Questions",4,11,63,"phys","gender",174.233,"Yes",1.735
"2136","tb9699","Questions",4,12,18,"bio","name",191.25,"Yes",1.082
"2137","tb9699","Questions",4,13,26,"bio","place",205.268,"Yes",1.191
"2138","tb9699","Questions",4,14,64,"phys","ec",220.279,"NoResp",0
"2139","tb9699","Questions",4,15,24,"bio","name",234.293,"Yes",0.981
"2140","tb9699","Questions",4,16,49,"phys","ec",249.301,"Yes",0.856
"2141","tb9699","Questions",4,17,55,"phys","ec",267.321,"Yes",0.655
"2142","tb9699","Questions",4,18,36,"bio","place",285.337,"Yes",1.137
"2143","tb9737","NoQuestions",1,1,48,"bio","job",11.061,"NoResp",0
"2144","tb9737","NoQuestions",1,2,56,"bio","place",26.075,"NoResp",0
"2145","tb9737","NoQuestions",1,3,21,"phys","race",44.092,"NoResp",0
"2146","tb9737","NoQuestions",1,4,1,"phys","gender",60.096,"NoResp",0
"2147","tb9737","NoQuestions",1,5,47,"bio","place",77.116,"NoResp",0
"2148","tb9737","NoQuestions",1,6,5,"phys","ec",91.131,"NoResp",0
"2149","tb9737","NoQuestions",1,7,29,"phys","ec",106.145,"NoResp",0
"2150","tb9737","NoQuestions",1,8,61,"bio","name",121.156,"NoResp",0
"2151","tb9737","NoQuestions",1,9,72,"bio","job",137.176,"NoResp",0
"2152","tb9737","NoQuestions",1,10,8,"phys","ec",153.184,"NoResp",0
"2153","tb9737","NoQuestions",1,11,54,"bio","name",170.207,"NoResp",0
"2154","tb9737","NoQuestions",1,12,37,"bio","name",188.224,"NoResp",0
"2155","tb9737","NoQuestions",1,13,43,"bio","job",206.24,"NoResp",0
"2156","tb9737","NoQuestions",1,14,3,"phys","gender",220.252,"NoResp",0
"2157","tb9737","NoQuestions",1,15,30,"phys","race",237.275,"NoResp",0
"2158","tb9737","NoQuestions",1,16,71,"bio","place",254.295,"NoResp",0
"2159","tb9737","NoQuestions",1,17,24,"phys","race",269.306,"NoResp",0
"2160","tb9737","NoQuestions",1,18,28,"phys","gender",285.33,"NoResp",0
"2161","tb9737","NoQuestions",2,1,69,"bio","job",11.064,"NoResp",0
"2162","tb9737","NoQuestions",2,2,19,"phys","race",27.075,"NoResp",0
"2163","tb9737","NoQuestions",2,3,35,"phys","gender",41.089,"NoResp",0
"2164","tb9737","NoQuestions",2,4,45,"bio","place",55.101,"NoResp",0
"2165","tb9737","NoQuestions",2,5,26,"phys","race",70.112,"NoResp",0
"2166","tb9737","NoQuestions",2,6,46,"bio","name",86.136,"NoResp",0
"2167","tb9737","NoQuestions",2,7,27,"phys","race",103.159,"NoResp",0
"2168","tb9737","NoQuestions",2,8,65,"bio","place",121.176,"NoResp",0
"2169","tb9737","NoQuestions",2,9,70,"bio","name",138.196,"NoResp",0
"2170","tb9737","NoQuestions",2,10,60,"bio","place",154.2,"NoResp",0
"2171","tb9737","NoQuestions",2,11,23,"phys","ec",170.227,"NoResp",0
"2172","tb9737","NoQuestions",2,12,50,"bio","job",187.245,"NoResp",0
"2173","tb9737","NoQuestions",2,13,12,"phys","ec",201.262,"NoResp",0
"2174","tb9737","NoQuestions",2,14,59,"bio","name",216.27,"NoResp",0
"2175","tb9737","NoQuestions",2,15,11,"phys","ec",234.286,"NoResp",0
"2176","tb9737","NoQuestions",2,16,9,"phys","gender",252.303,"NoResp",0
"2177","tb9737","NoQuestions",2,17,20,"phys","gender",267.314,"NoResp",0
"2178","tb9737","NoQuestions",2,18,53,"bio","job",284.334,"NoResp",0
"2179","tb9737","NoQuestions",3,1,34,"phys","gender",11.067,"NoResp",0
"2180","tb9737","NoQuestions",3,2,6,"phys","ec",27.078,"NoResp",0
"2181","tb9737","NoQuestions",3,3,62,"bio","name",41.093,"NoResp",0
"2182","tb9737","NoQuestions",3,4,36,"phys","ec",59.109,"NoResp",0
"2183","tb9737","NoQuestions",3,5,52,"bio","job",74.117,"NoResp",0
"2184","tb9737","NoQuestions",3,6,38,"bio","place",89.128,"NoResp",0
"2185","tb9737","NoQuestions",3,7,4,"phys","gender",103.146,"NoResp",0
"2186","tb9737","NoQuestions",3,8,44,"bio","place",118.157,"NoResp",0
"2187","tb9737","NoQuestions",3,9,58,"bio","job",135.177,"NoResp",0
"2188","tb9737","NoQuestions",3,10,66,"bio","name",152.195,"NoResp",0
"2189","tb9737","NoQuestions",3,11,67,"bio","place",170.214,"NoResp",0
"2190","tb9737","NoQuestions",3,12,2,"phys","ec",184.229,"NoResp",0
"2191","tb9737","NoQuestions",3,13,32,"phys","gender",199.236,"NoResp",0
"2192","tb9737","NoQuestions",3,14,40,"bio","job",216.26,"NoResp",0
"2193","tb9737","NoQuestions",3,15,16,"phys","race",232.28,"NoResp",0
"2194","tb9737","NoQuestions",3,16,57,"bio","name",250.297,"NoResp",0
"2195","tb9737","NoQuestions",3,17,31,"phys","race",267.317,"NoResp",0
"2196","tb9737","NoQuestions",3,18,10,"phys","race",283.328,"NoResp",0
"2197","tb9737","NoQuestions",4,1,22,"phys","race",11.072,"NoResp",0
"2198","tb9737","NoQuestions",4,2,14,"phys","race",29.089,"NoResp",0
"2199","tb9737","NoQuestions",4,3,64,"bio","name",46.109,"NoResp",0
"2200","tb9737","NoQuestions",4,4,63,"bio","place",64.126,"NoResp",0
"2201","tb9737","NoQuestions",4,5,39,"bio","job",81.146,"NoResp",0
"2202","tb9737","NoQuestions",4,6,15,"phys","gender",96.157,"NoResp",0
"2203","tb9737","NoQuestions",4,7,51,"bio","job",111.171,"NoResp",0
"2204","tb9737","NoQuestions",4,8,68,"bio","job",128.192,"NoResp",0
"2205","tb9737","NoQuestions",4,9,25,"phys","ec",143.202,"NoResp",0
"2206","tb9737","NoQuestions",4,10,41,"bio","place",159.223,"NoResp",0
"2207","tb9737","NoQuestions",4,11,18,"phys","gender",176.243,"NoResp",0
"2208","tb9737","NoQuestions",4,12,49,"bio","place",192.254,"NoResp",0
"2209","tb9737","NoQuestions",4,13,17,"phys","ec",206.268,"NoResp",0
"2210","tb9737","NoQuestions",4,14,33,"phys","race",220.28,"NoResp",0
"2211","tb9737","NoQuestions",4,15,13,"phys","gender",235.291,"NoResp",0
"2212","tb9737","NoQuestions",4,16,7,"phys","ec",249.309,"NoResp",0
"2213","tb9737","NoQuestions",4,17,42,"bio","name",267.325,"NoResp",0
"2214","tb9737","NoQuestions",4,18,55,"bio","name",283.329,"NoResp",0
"2215","tb9737","Questions",1,1,33,"phys","ec",11.074,"Yes",1.578
"2216","tb9737","Questions",1,2,50,"bio","name",27.101,"Yes",1.849
"2217","tb9737","Questions",1,3,66,"bio","job",44.122,"Yes",2.142
"2218","tb9737","Questions",1,4,61,"bio","place",62.138,"Yes",2.53
"2219","tb9737","Questions",1,5,43,"bio","job",76.153,"Yes",1.925
"2220","tb9737","Questions",1,6,18,"phys","gender",93.173,"Yes",1.287
"2221","tb9737","Questions",1,7,6,"phys","gender",110.19,"Yes",1.345
"2222","tb9737","Questions",1,8,71,"bio","place",125.204,"Yes",1.268
"2223","tb9737","Questions",1,9,20,"phys","ec",140.212,"Yes",1.569
"2224","tb9737","Questions",1,10,39,"bio","job",154.227,"Yes",2.674
"2225","tb9737","Questions",1,11,44,"bio","name",168.241,"Yes",1.139
"2226","tb9737","Questions",1,12,8,"phys","gender",183.255,"Yes",0.917
"2227","tb9737","Questions",1,13,24,"phys","race",198.263,"Yes",1.104
"2228","tb9737","Questions",1,14,14,"phys","race",216.28,"Yes",1.354
"2229","tb9737","Questions",1,15,10,"phys","race",234.296,"Yes",0.814
"2230","tb9737","Questions",1,16,57,"bio","name",251.319,"Yes",1.118
"2231","tb9737","Questions",1,17,65,"bio","place",267.34,"Yes",1.066
"2232","tb9737","Questions",1,18,17,"phys","ec",283.348,"Yes",1.273
"2233","tb9737","Questions",2,1,11,"phys","race",11.059,"Yes",1.305
"2234","tb9737","Questions",2,2,40,"bio","job",28.079,"Yes",1.606
"2235","tb9737","Questions",2,3,15,"phys","ec",45.102,"Yes",1.193
"2236","tb9737","Questions",2,4,72,"bio","job",60.11,"Yes",1.988
"2237","tb9737","Questions",2,5,13,"phys","gender",77.133,"Yes",1.152
"2238","tb9737","Questions",2,6,68,"bio","place",95.15,"Yes",1.015
"2239","tb9737","Questions",2,7,19,"phys","race",111.174,"Yes",1.314
"2240","tb9737","Questions",2,8,32,"phys","ec",127.178,"Yes",1.785
"2241","tb9737","Questions",2,9,27,"phys","gender",142.189,"Yes",1.775
"2242","tb9737","Questions",2,10,55,"bio","place",158.213,"Yes",0.753
"2243","tb9737","Questions",2,11,62,"bio","name",173.224,"Yes",2.125
"2244","tb9737","Questions",2,12,54,"bio","name",187.239,"Yes",1.125
"2245","tb9737","Questions",2,13,4,"phys","gender",203.246,"Yes",1.03
"2246","tb9737","Questions",2,14,69,"bio","place",221.262,"Yes",1.573
"2247","tb9737","Questions",2,15,7,"phys","race",235.277,"Yes",0.794
"2248","tb9737","Questions",2,16,60,"bio","job",249.292,"Yes",0.962
"2249","tb9737","Questions",2,17,45,"bio","name",266.312,"Yes",1.018
"2250","tb9737","Questions",2,18,28,"phys","ec",284.332,"Yes",0.924
"2251","tb9737","Questions",3,1,49,"bio","place",11.07,"Yes",2.01
"2252","tb9737","Questions",3,2,63,"bio","place",25.086,"Yes",1
"2253","tb9737","Questions",3,3,31,"phys","gender",43.105,"Yes",1.292
"2254","tb9737","Questions",3,4,9,"phys","gender",59.109,"Yes",0.904
"2255","tb9737","Questions",3,5,34,"phys","ec",74.12,"Yes",0.903
"2256","tb9737","Questions",3,6,37,"bio","job",91.14,"Yes",0.756
"2257","tb9737","Questions",3,7,2,"phys","ec",109.156,"Yes",0.905
"2258","tb9737","Questions",3,8,30,"phys","race",124.171,"Yes",1.138
"2259","tb9737","Questions",3,9,67,"bio","name",141.188,"Yes",1.098
"2260","tb9737","Questions",3,10,48,"bio","name",158.208,"Yes",2.16
"2261","tb9737","Questions",3,11,64,"bio","job",173.222,"Yes",0.97
"2262","tb9737","Questions",3,12,1,"phys","race",190.239,"Yes",0.923
"2263","tb9737","Questions",3,13,59,"bio","job",204.254,"Yes",1.138
"2264","tb9737","Questions",3,14,52,"bio","name",222.271,"Yes",0.737
"2265","tb9737","Questions",3,15,53,"bio","place",238.278,"Yes",0.901
"2266","tb9737","Questions",3,16,22,"phys","gender",253.305,"Yes",0.895
"2267","tb9737","Questions",3,17,16,"phys","race",269.312,"Yes",1.132
"2268","tb9737","Questions",3,18,36,"phys","ec",283.327,"NoResp",0
"2269","tb9737","Questions",4,1,3,"phys","race",11.059,"Yes",0.956
"2270","tb9737","Questions",4,2,21,"phys","gender",27.07,"Yes",0.833
"2271","tb9737","Questions",4,3,38,"bio","name",42.077,"Yes",0.775
"2272","tb9737","Questions",4,4,23,"phys","race",58.105,"Yes",1.15
"2273","tb9737","Questions",4,5,41,"bio","job",74.108,"Yes",1.146
"2274","tb9737","Questions",4,6,58,"bio","job",91.132,"Yes",0.763
"2275","tb9737","Questions",4,7,25,"phys","gender",106.14,"Yes",1.8
